catalog,vizier_source,vizier_table,recno,Index,MCXC,OName,AName,RAJ2000,DEJ2000,GLON,GLAT,Cat,SubCat,z,zType,r_z,f_z,Scale,ERange,Rap,FX,e_FX,LX2L500,Lap,L500,e_L500,E_L500,R500,M500,e_M500,E_M500,Ovlp,Cat1,Cat2,Cat3,Cat4,L5001,e_L5001,E_L5001,L5002,e_L5002,E_L5002,L5003,e_L5003,E_L5003,L5004,e_L5004,E_L5004,NotesO,Notes,Index1,SimbadName,RA_deg,Dec_deg
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,436,435,MCXC J0436.7+1003,MS0433.9+0957,,69.1798,10.0607,186.66,-23.9725,EMSS,EMSS_1994,0.159,S,1991ApJS...76..813S,Catalogue,2.7437,[0.3 3.5],1e+20,4.001,0.62604,SC,1e+20,2.0,0.3,0.3,0.9683,3.0177,0.3,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,337,MS0433.9+0957,69.1798,10.0607
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,437,437,MCXC J0437.1+0043,RXCJ0437.1+0043,RXJ0437.1+0043,69.292,0.7272,195.3881,-29.0953,NORAS/REFLEX,REFLEX,0.2842,S,2004A&A...425..367B,Catalogue,4.289,[0.1 2.4],8.5,3.942,0.51246,ITER,8.7448,8.0,1.0,1.0,1.1654,6.0189,0.5,0.5,eBCS,EBCS,,,,7.437699794769287,2.238960027694702,2.273260116577148,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,339,RXCJ0437.1+0043,69.292,0.7272
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,438,436,MCXC J0437.1-2027,RXCJ0437.1-2027,A0499,69.2801,-20.4573,218.403,-38.3579,NORAS/REFLEX,REFLEX,0.155,S,2004A&A...425..367B,Catalogue,2.6866,[0.1 2.4],13.0,3.442,1.94473,ITER,2.10276,2.0,1.0,1.0,0.9433,2.7782,1.0,0.9,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,Details on source identification in Appendix of REFLEX paper,,338,RXCJ0437.1-2027,69.2801,-20.4573
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,439,438,MCXC J0438.9-2206,RXCJ0438.9-2206,A0500,69.7278,-22.1137,220.5772,-38.4848,NORAS/REFLEX,REFLEX,0.067,S,1997MNRAS.289..263D,Catalogue,1.2839,[0.1 2.4],10.0,6.168,0.99305,ITER,0.65307,0.7,0.1,0.1,0.7954,1.5257,0.2,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,340,RXCJ0438.9-2206,69.7278,-22.1137
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,440,440,MCXC J0439.0+0520,RXC J0439.0+0520,RXJ0439.0+0520,69.7598,5.3439,191.2974,-26.1958,NORAS/REFLEX,NORAS,0.208,S,2000ApJS..129..435B,Catalogue,3.4021,[0.1 2.4],12.5,4.61,0.59469,ITER,5.23512,5.0,0.6,0.6,1.0976,4.6271,0.4,0.3,BCS,BCS,,,,5.102369785308838,1.492300033569336,1.51285994052887,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,342,RXC J0439.0+0520,69.7598,5.3439
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,441,439,MCXC J0439.0+0715,RXC J0439.0+0715,RXJ0439.0+0715,69.7528,7.2625,189.5325,-25.1233,NORAS/REFLEX,NORAS,0.245,S,2000ApJS..129..435B,Catalogue,3.8522,[0.1 2.4],6.0,4.52,0.59664,ITER,7.27718,7.0,0.9,0.9,1.1586,5.6637,0.5,0.4,BCS,BCS,,,,7.074510097503662,2.183579921722412,2.203710079193115,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,341,RXC J0439.0+0715,69.7528,7.2625
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,442,441,MCXC J0439.2-4600,SMACS J0439.2-4600,,69.8086,-46.014,251.7093,-41.6958,MACS,MACS_MISC,0.32,S,2018MNRAS.479..844R,Catalogue,4.6552,[0. 0.],1e+20,1e+20,1e+20,,1e+20,4.0,0.09,0.09,0.9942,3.8905,0.05,0.05,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,SMACS J0439.2-4600,69.8086,-46.014
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,443,442,MCXC J0443.1+0210,MS0440.5+0204,,70.7912,2.1719,194.901,-27.0586,EMSS,EMSS_1994,0.19,S,1991ApJS...76..813S,Catalogue,3.1689,[0.3 3.5],1e+20,2.591,0.33316,SC,1e+20,2.0,0.3,0.3,0.9433,2.8819,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,343,MS0440.5+0204,70.7912,2.1719
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,444,444,MCXC J0445.1+0830,RXGCC 180,,71.295,8.5,189.3632,-23.1634,RXGCC,RXGCC,0.0681,SP,2022A&A...658A..59X,Catalogue,1.3033,[0.1 2.4],9.775,1.29073,0.47634,ITER,0.14357,0.1,0.05,0.05,0.5834,0.6025,0.1,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,71.295,8.5
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,445,443,MCXC J0445.1-1551,RXCJ0445.1-1551,NGC1650,71.2916,-15.8503,213.8716,-34.9416,NORAS/REFLEX,REFLEX,0.036,S,1999MNRAS.305..259W,Catalogue,0.7156,[0.1 2.4],16.0,8.634,0.8893,ITER,0.2562,0.3,0.03,0.03,0.6695,0.8832,0.06,0.05,RXGCC,RXGCC,,,,0.25992000102996826,0.03057000041007996,0.03068999946117401,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,344,RXCJ0445.1-1551,71.2916,-15.8503
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,446,445,MCXC J0446.6-0421,BVH2007 63,,71.6583,-4.3506,201.7869,-29.6246,400SD,400SD_SER,0.177,S,2007ApJS..172..561B,Catalogue,2.9943,[0.5 2. ],1e+20,0.771,0.088,SC,1e+20,0.9,0.1,0.1,0.8072,1.781,0.1,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,345,[BVH2007] 63,71.6583,-4.3506
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,447,446,MCXC J0448.0+1037,RXC J0448.0+1037,,72.0016,10.6183,187.9083,-21.3858,NORAS/REFLEX,NORAS,0.094,S,2000ApJS..129..435B,Catalogue,1.7456,[0.1 2.4],6.5,2.17,0.58373,ITER,0.46423,0.5,0.1,0.1,0.734,1.2305,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,346,RXC J0448.0+1037,72.0016,10.6183
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,448,448,MCXC J0448.2+0953,RXJ0448.2+0953,RXJ0448.2+0953,72.054,9.89,188.5834,-21.7584,BCS,eBCS,0.154,S,2000MNRAS.318..333E,Catalogue,2.6722,[0.1 2.4],4.6,3.45882,1.22076,ITER,2.08103,2.0,0.8,0.8,0.9656,2.9772,0.7,0.6,NORAS,NORAS,,,,2.1999599933624268,0.3347899913787842,0.3373700082302094,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,348,RXJ0448.2+0953,72.054,9.89
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,449,447,MCXC J0448.2-2028,RXCJ0448.2-2028,A0514,72.0508,-20.4696,219.4856,-35.9096,NORAS/REFLEX,REFLEX,0.072,S,1996A&A...310....8K,Catalogue,1.3716,[0.1 2.4],15.5,8.583,0.7553,ITER,1.05386,1.0,0.09,0.09,0.8637,1.9628,0.1,0.1,RXGCC,RXGCC,,,,0.7958400249481201,0.08536999672651291,0.08557000011205673,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,losStr (see Table 12 of Reflex paper),,347,RXCJ0448.2-2028,72.0508,-20.4696
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,450,449,MCXC J0449.9-4440,RXCJ0449.9-4440,A3292,72.4799,-44.6781,249.9046,-39.8409,NORAS/REFLEX,REFLEX,0.1501,S,2004A&A...425..367B,Catalogue,2.6159,[0.1 2.4],6.0,4.418,0.60527,ITER,2.51284,3.0,0.4,0.4,0.996,3.254,0.3,0.3,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,349,RXCJ0449.9-4440,72.4799,-44.6781
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,451,450,MCXC J0450.0+4501,RXC J0450.0+4501,3C 129.1,72.5146,45.0242,160.5201,0.2731,CIZA,CIZAI,0.022,S,2002ApJ...580..774E,Catalogue,0.4447,[0.1 2.4],1e+20,91.31,8.72,SC,1e+20,0.9,0.09,0.09,0.8679,1.8997,0.1,0.1,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,350,RXC J0450.0+4501,72.5146,45.0242
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,452,451,MCXC J0450.4-0916,RXGCC 182,,72.618,-9.276,207.359,-31.0561,RXGCC,RXGCC,0.2252,U,2022A&A...658A..59X,Catalogue,3.6161,[0.1 2.4],21.244,3.71179,1.28191,ITER,5.00798,5.0,2.0,2.0,1.0741,4.4174,1.0,0.8,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,An Abell cluster with z = 0.2244 and offset = 0.58 Mpc,,16959,,72.618,-9.276
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,453,452,MCXC J0450.6-2046,RXGCC 183,,72.656,-20.78,220.0763,-35.4771,RXGCC,RXGCC,0.0706,SP,2022A&A...658A..59X,Catalogue,1.3472,[0.1 2.4],23.219,2.77158,0.94725,ITER,0.32801,0.3,0.1,0.1,0.6806,0.9591,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,72.656,-20.78
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,454,453,MCXC J0451.5-5557,MS0450.6-5602,,72.8993,-55.954,264.4392,-38.8039,EMSS,EMSS_1994,0.094,S,1991ApJS...76..813S,Catalogue,1.7456,[0.3 3.5],1e+20,1.202,0.18864,SC,1e+20,0.3,0.04,0.04,0.6488,0.8499,0.08,0.07,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,351,MS0450.6-5602,72.8993,-55.954
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,455,454,MCXC J0451.9+0006,MACS J0451.9+0006,,72.9767,0.1056,198.1479,-26.2683,MACS,MACS_DR3,0.429,P,2018MNRAS.479..844R,Catalogue,5.6025,[0. 0.],2.8817,1e+20,1e+20,,6.71481,7.0,0.4,0.4,1.0275,4.8664,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,352,MACS J0451.9+0006,72.9767,0.1056
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,456,455,MCXC J0452.8+0117,RXGCC 184,,73.214,1.297,197.1464,-25.4537,RXGCC,RXGCC,0.0298,SP,2022A&A...658A..59X,Catalogue,0.5968,[0.1 2.4],32.68,1.95673,1.02496,ITER,0.04008,0.04,0.02,0.02,0.4575,0.2802,0.1,0.08,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,73.214,1.297
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,457,457,MCXC J0454.1+0255,RXC J0454.1+0255,A0520,73.5458,2.918,195.8101,-24.3275,NORAS/REFLEX,NORAS,0.203,S,2000ApJS..129..435B,Catalogue,3.3383,[0.1 2.4],12.5,8.37,0.88722,ITER,8.96345,8.0,0.9,0.9,1.2265,6.4219,0.4,0.4,EMSS_1994|BCS|RXGCC,EMSS_1994,BCS,RXGCC,,3.7179300785064697,0.5786200165748596,0.574720025062561,7.802410125732422,1.79429996013641,1.80906999111176,6.770100116729736,0.7752199769020081,0.7760000228881836,1e+20,1e+20,1e+20,,,354,RXC J0454.1+0255,73.5458,2.918
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,458,458,MCXC J0454.1-0300,MACS J0454.1-0300,,73.5464,-3.0149,201.4973,-27.3292,MACS,MACS_DR1,0.5377,S,2007ApJ...661L..33E,Catalogue,6.3392,[0. 0.],1e+20,1e+20,1e+20,,1e+20,20.0,0.6,0.6,1.1403,7.562,0.2,0.2,EMSS_2004,EMSS_2004,,,,14.644630432128906,0.3303300142288208,0.3303300142288208,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,355,MACS J0454.1-0300,73.5464,-3.0149
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,459,456,MCXC J0454.1-1014,RXCJ0454.1-1014,A0521,73.5381,-10.2387,208.8289,-30.6601,NORAS/REFLEX,REFLEX,0.2475,S,2004A&A...425..367B,Catalogue,3.8812,[0.1 2.4],11.5,4.944,0.8207,ITER,8.1298,8.0,1.0,1.0,1.1713,5.8687,0.6,0.6,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,353,RXCJ0454.1-1014,73.5381,-10.2387
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,460,459,MCXC J0454.3-0239,RX J0454.3-0239,,73.5819,-2.6639,201.1721,-27.1269,SHARC,SHARC_BRIGHT,0.26,S,2000ApJS..126..209R,Catalogue,4.024,[0.5 2. ],3.9884,0.28512,0.02281,ITER,0.90079,0.9,0.07,0.07,0.7567,1.6045,0.08,0.07,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,356,RX J0454.3-0239,73.5819,-2.6639
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,461,460,MCXC J0454.8-1806,RXCJ0454.8-1806,CID 28,73.7095,-18.1091,217.4454,-33.626,NORAS/REFLEX,REFLEX,0.0335,S,2004A&A...425..367B,Catalogue,0.6679,[0.1 2.4],12.5,5.539,0.6536,ITER,0.14244,0.1,0.02,0.02,0.6009,0.637,0.05,0.05,RXGCC,RXGCC,,,,0.17855000495910645,0.02584999985992908,0.02590000070631504,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,357,RXCJ0454.8-1806,73.7095,-18.1091
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,462,461,MCXC J0455.2+0657,MACS J0455.2+0657,,73.8208,6.9653,192.2494,-21.9325,MACS,MACS_DR3,0.45,S,2021ApJS..253....3H,Consolidated,5.7594,[0. 0.],1e+20,1e+20,1e+20,,1e+20,10.0,1e+20,1e+20,1.1373,6.7638,1e+20,1e+20,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,MACS J0455.2+0657,73.8208,6.9653
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,463,462,MCXC J0458.1-3006,RXGCC 187,,74.549,-30.11,231.741,-36.4323,RXGCC,RXGCC,0.1019,SP,2022A&A...658A..59X,Catalogue,1.8752,[0.1 2.4],14.65,1.87453,0.51849,ITER,0.4751,0.4,0.1,0.1,0.7218,1.1796,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,74.549,-30.11
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,464,463,MCXC J0458.9-0029,BVH2007 64,NGC1713,74.7296,-0.4892,199.6986,-25.0546,400SD,400SD_SER,0.015,S,2003AJ....126.2268W,Catalogue,0.3058,[0.5 2. ],1e+20,2.484,0.261,SC,1e+20,0.02,0.002,0.002,0.3938,0.1762,0.01,0.01,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,358,[BVH2007] 64,74.7296,-0.4892
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,465,464,MCXC J0459.1+0846,RXC J0459.1+0846,A0523,74.7757,8.7804,191.1741,-20.1487,NORAS/REFLEX,NORAS,0.1034,S,2000ApJS..129..435B,Catalogue,1.8996,[0.1 2.4],8.5,3.57,0.58548,ITER,0.93238,0.9,0.2,0.2,0.8334,1.8182,0.2,0.2,BCS|RXGCC,BCS,RXGCC,,,0.9469599723815918,0.3130599856376648,0.3187200129032135,0.3823600113391876,0.144800007343292,0.146830007433891,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,359,RXC J0459.1+0846,74.7757,8.7804
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,466,465,MCXC J0459.8+8007,RXGCC 189,,74.964,80.132,132.3476,22.2024,RXGCC,RXGCC,0.0602,SP,2022A&A...658A..59X,Catalogue,1.1628,[0.1 2.4],14.162,3.39551,0.53003,ITER,0.28923,0.3,0.04,0.04,0.6719,0.9134,0.09,0.08,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,74.964,80.132
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,467,466,MCXC J0500.7-3840,RXCJ0500.7-3840,A3301,75.1939,-38.6781,242.4147,-37.4133,NORAS/REFLEX,REFLEX,0.0536,S,1991AJ....101.1997M,Catalogue,1.0434,[0.1 2.4],13.5,7.37,0.737,ITER,0.49299,0.5,0.05,0.05,0.754,1.2829,0.08,0.08,RXGCC,RXGCC,,,,0.4270400106906891,0.05240999907255173,0.05271999910473824,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,360,RXCJ0500.7-3840,75.1939,-38.6781
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,468,467,MCXC J0501.3-0332,RXCJ0501.3-0332,A0531,75.3307,-3.5424,202.9761,-26.0232,NORAS/REFLEX,REFLEX,0.0913,S,2004A&A...425..367B,Catalogue,1.7008,[0.1 2.4],10.0,3.994,0.9346,ITER,0.80393,0.8,0.2,0.2,0.8129,1.667,0.2,0.2,RXGCC,RXGCC,,,,1.0804500579833984,0.3122200071811676,0.3109300136566162,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,361,RXCJ0501.3-0332,75.3307,-3.5424
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,469,468,MCXC J0501.6+0110,RXCJ0501.6+0110,,75.4129,1.1749,198.4974,-23.6269,NORAS/REFLEX,REFLEX,0.1248,S,2004A&A...425..367B,Catalogue,2.2376,[0.1 2.4],10.0,4.398,0.71687,ITER,1.69915,2.0,0.3,0.3,0.9241,2.5325,0.3,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,Blended with point sources or double cluster and deblended,,362,RXCJ0501.6+0110,75.4129,1.1749
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,470,469,MCXC J0503.1+0607,RXC J0503.1+0607,RXJ0503.1+0608,75.7802,6.1272,194.1316,-20.7419,NORAS/REFLEX,NORAS,0.088,S,2000ApJS..129..435B,Catalogue,1.6456,[0.1 2.4],10.0,5.31,0.72216,ITER,0.98936,1.0,0.1,0.1,0.8502,1.9011,0.2,0.2,BCS|RXGCC,BCS,RXGCC,,,1.0822800397872925,0.3035500049591064,0.3090099990367889,0.9061300158500671,0.291249990463257,0.289700001478195,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,363,RXC J0503.1+0607,75.7802,6.1272
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,471,470,MCXC J0503.5-5805,RXGCC 193,,75.895,-58.099,266.8487,-36.8966,RXGCC,RXGCC,0.0933,SP,2022A&A...658A..59X,Catalogue,1.734,[0.1 2.4],13.188,1.37571,0.49526,ITER,0.29181,0.3,0.1,0.1,0.6586,0.8884,0.2,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,75.895,-58.099
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,472,471,MCXC J0504.0-2400,RXGCC 194,,76.0,-24.004,224.9738,-33.5606,RXGCC,RXGCC,0.0426,SP,2022A&A...658A..59X,Catalogue,0.8402,[0.1 2.4],13.188,2.9473,0.59945,ITER,0.12409,0.1,0.03,0.03,0.5757,0.5652,0.07,0.07,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,16959,,76.0,-24.004
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,473,472,MCXC J0505.3-2849,RX J0505.3-2849,,76.3331,-28.8181,230.6581,-34.6143,SHARC,SHARC_SOUTH,0.509,S,2003MNRAS.341.1093B,Catalogue,6.1622,[0.5 2. ],2.85,0.08952,0.00887,ITER,1.30088,1.0,0.1,0.1,0.6968,1.6678,0.1,0.09,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,364,RX J0505.3-2849,76.3331,-28.8181
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,474,473,MCXC J0505.9-2826,BVH2007 65,VMF98 38,76.4925,-28.4339,230.2507,-34.381,400SD,400SD_SER,0.131,S,2003ApJ...594..154M,Catalogue,2.3324,[0.5 2. ],1e+20,0.141,0.021,SC,1e+20,0.09,0.01,0.01,0.5193,0.4522,0.04,0.04,160SD|SHARC_SOUTH,160SD,SHARC_SOUTH,,,0.09189999848604202,0.01262999977916479,0.01264999993145466,0.1789100021123886,0.0103099998086691,0.0103200003504753,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,365,[BVH2007] 65,76.4925,-28.4339
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,475,474,MCXC J0506.0-2840,BVH2007 66,VMF98 39,76.5167,-28.6806,230.5463,-34.4237,400SD,400SD_SER,0.136,S,2003ApJ...594..154M,Catalogue,2.4078,[0.5 2. ],1e+20,0.197,0.041,SC,1e+20,0.1,0.03,0.03,0.5637,0.5815,0.08,0.07,160SD,160SD,,,,0.13827000558376312,0.02460999973118305,0.02460999973118305,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,366,[BVH2007] 66,76.5167,-28.6806
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,476,475,MCXC J0506.9+0257,RXC J0506.9+0257,,76.7253,2.9523,197.5638,-21.593,NORAS/REFLEX,NORAS,0.1475,S,2000ApJS..129..435B,Catalogue,2.578,[0.1 2.4],4.5,1.55,0.3534,ITER,0.86031,0.9,0.2,0.2,0.8086,1.7367,0.3,0.2,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,367,RXC J0506.9+0257,76.7253,2.9523
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,477,476,MCXC J0507.6-0238,RXCJ0507.6-0238,A0535,76.9,-2.64,202.9302,-24.2154,NORAS/REFLEX,REFLEX,0.1241,S,2004A&A...425..367B,Catalogue,2.2268,[0.1 2.4],13.0,3.341,0.725,ITER,1.28005,1.0,0.3,0.3,0.87,2.1115,0.3,0.3,RXGCC,RXGCC,,,,1.1617000102996826,0.3714900016784668,0.3689700067043304,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,Blended with point sources or double cluster and deblended,,368,RXCJ0507.6-0238,76.9,-2.64
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,478,477,MCXC J0507.7-0915,RXCJ0507.7-0915,A0536,76.9404,-9.2544,209.4772,-27.2119,NORAS/REFLEX,REFLEX,0.1483,S,2018MNRAS.475..343W,Revised,2.5897,[0.1 2.4],14.0,5.056,0.69267,ITER,2.80208,3.0,0.4,0.4,1.0027,3.3133,0.3,0.3,RXGCC,RXGCC,,,,3.2112300395965576,0.6019099950790405,0.6014699935913086,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,369,RXCJ0507.7-0915,76.9404,-9.2544
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,479,478,MCXC J0509.7-0836,BVH2007 67,,77.4308,-8.6114,209.0669,-26.4948,400SD,400SD_SER,0.125,S,2007ApJS..172..561B,Catalogue,2.2407,[0.5 2. ],1e+20,0.198,0.026,SC,1e+20,0.1,0.02,0.02,0.5469,0.5251,0.04,0.04,,,,,,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,370,[BVH2007] 67,77.4308,-8.6114
mcxc2,J/A+A/688/A187/mcxcii,J/A+A/688/A187/mcxcii,480,479,MCXC J0510.2-4519,RXCJ0510.2-4519,A3322,77.5577,-45.3212,250.8849,-36.2764,NORAS/REFLEX,REFLEX,0.201,S,2021A&A...652A..12K,Consolidated,3.3126,[0.1 2.4],6.5,4.792,0.68526,ITER,5.05421,5.0,0.7,0.7,1.1057,4.6952,0.4,0.4,EMSS_1994|RXGCC,EMSS_1994,RXGCC,,,3.6633799076080322,0.5043699741363525,0.5013599991798401,4.3757500648498535,0.747300028800964,0.749629974365234,1e+20,1e+20,1e+20,1e+20,1e+20,1e+20,,,371,RXCJ0510.2-4519,77.5577,-45.3212
